File,Greedy w/ Improvement (GI) Obj,Greedy w/ Improvement Time,Greedy w/ Improvement (GI) a=6 Obj,Greedy w/ Improvement Time a=6,Greedy w/ Improvement (GI) a=12 Obj,Greedy w/ Improvement Time a=12,Greedy w/ Improvement (GI) a=18 Obj,Greedy w/ Improvement Time a=18,Greedy w/ Improvement (GI) a=24 Obj,Greedy w/ Improvement Time a=24,Greedy w/ Improvement (GI) a=30 Obj,Greedy w/ Improvement Time a=30,Greedy w/ Improvement (GI) a=6 Obj,Greedy w/ Improvement Time a=6,Greedy w/ Improvement (GI) a=12 Obj,Greedy w/ Improvement Time a=12,Greedy w/ Improvement (GI) a=18 Obj,Greedy w/ Improvement Time a=18,Greedy w/ Improvement (GI) a=24 Obj,Greedy w/ Improvement Time a=24,Greedy w/ Improvement (GI) a=30 Obj,Greedy w/ Improvement Time a=30,Greedy w/ Improvement (GI) a=6 Obj,Greedy w/ Improvement Time a=6,Greedy w/ Improvement (GI) a=12 Obj,Greedy w/ Improvement Time a=12,Greedy w/ Improvement (GI) a=18 Obj,Greedy w/ Improvement Time a=18,Greedy w/ Improvement (GI) a=24 Obj,Greedy w/ Improvement Time a=24,Greedy w/ Improvement (GI) a=30 Obj,Greedy w/ Improvement Time a=30,Greedy w/ Improvement (GI) a=6 Obj,Greedy w/ Improvement Time a=6,Greedy w/ Improvement (GI) a=12 Obj,Greedy w/ Improvement Time a=12,Greedy w/ Improvement (GI) a=18 Obj,Greedy w/ Improvement Time a=18,Greedy w/ Improvement (GI) a=24 Obj,Greedy w/ Improvement Time a=24,Greedy w/ Improvement (GI) a=30 Obj,Greedy w/ Improvement Time a=30,Greedy w/ Improvement (GI) a=6 Obj,Greedy w/ Improvement Time a=6,Greedy w/ Improvement (GI) a=12 Obj,Greedy w/ Improvement Time a=12,Greedy w/ Improvement (GI) a=18 Obj,Greedy w/ Improvement Time a=18,Greedy w/ Improvement (GI) a=24 Obj,Greedy w/ Improvement Time a=24,Greedy w/ Improvement (GI) a=30 Obj,Greedy w/ Improvement Time a=30
sample_1,120,0.008146286010742188,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867,0.0,0.008204221725463867
sample_2,3,0.00620579719543457,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008,2.0,0.006242036819458008
